AeroDyn airfoil file Created with QBlade CE v 2.0.5.2_alpha windows on 30.03.2023 at 09:20:20 Compatible with AeroDyn v13.0.
Polar "EPPLER_422_AIRFOIL_Re0.550_M0.00_N9.0 360 M (2)" on Foil "EPPLER 422 AIRFOIL" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
  -151.000  0.315154  0.393131  0.168745
  -150.000  0.317948  0.417373  0.174389
  -149.000  0.319714  0.442073  0.179935
  -148.000  0.320483  0.467199  0.185399
  -147.000  0.320291  0.492720  0.190798
  -146.000  0.319176  0.518604  0.196147
  -145.000  0.317178  0.544818  0.201463
  -144.000  0.314340  0.571331  0.206758
  -143.000  0.310707  0.598109  0.212047
  -142.000  0.306323  0.625120  0.217343
  -141.000  0.301237  0.652330  0.222657
  -140.000  0.295498  0.679707  0.228000
  -139.000  0.289154  0.707216  0.233380
  -138.000  0.282257  0.734824  0.238805
  -137.000  0.274856  0.762499  0.244282
  -136.000  0.267003  0.790207  0.249816
  -135.000  0.258749  0.817914  0.255410
  -134.000  0.250144  0.845587  0.261066
  -133.000  0.241239  0.873193  0.266785
  -132.000  0.232082  0.900700  0.272566
  -131.000  0.222723  0.928074  0.278406
  -130.000  0.213210  0.955283  0.284301
  -129.000  0.203588  0.982295  0.290246
  -128.000  0.193903  1.009078  0.296233
  -127.000  0.184198  1.035600  0.302255
  -126.000  0.174515  1.061831  0.308302
  -125.000  0.164893  1.087739  0.314363
  -124.000  0.155370  1.113295  0.320426
  -123.000  0.145981  1.138468  0.326478
  -122.000  0.136760  1.163229  0.332505
  -121.000  0.127737  1.187549  0.338492
  -120.000  0.118940  1.211401  0.344423
  -119.000  0.110396  1.234756  0.350282
  -118.000  0.102127  1.257588  0.356052
  -117.000  0.094155  1.279869  0.361716
  -116.000  0.086496  1.301576  0.367255
  -115.000  0.079165  1.322682  0.372652
  -114.000  0.072175  1.343163  0.377889
  -113.000  0.064766  1.362997  0.382858
  -112.000  0.058507  1.382159  0.387727
  -111.000  0.052608  1.400629  0.392382
  -110.000  0.047070  1.418385  0.396806
  -109.000  0.041892  1.435407  0.400981
  -108.000  0.037072  1.451676  0.404892
  -107.000  0.032602  1.467172  0.408524
  -106.000  0.028475  1.481879  0.411862
  -105.000  0.024680  1.495780  0.414891
  -104.000  0.021204  1.508859  0.417600
  -103.000  0.018032  1.521101  0.419976
  -102.000  0.015148  1.532493  0.422009
  -101.000  0.012533  1.543021  0.423690
  -100.000  0.010168  1.552673  0.425010
   -99.000  0.008031  1.561439  0.425963
   -98.000  0.006100  1.569309  0.426542
   -97.000  0.004350  1.576274  0.426745
   -96.000  0.002757  1.582326  0.426568
   -95.000  0.001296  1.587458  0.426009
   -94.000 -0.000061  1.591664  0.425068
   -93.000 -0.001338  1.594940  0.423748
   -92.000 -0.002564  1.597282  0.422050
   -91.000 -0.003765  1.598687  0.419979
   -90.000 -0.004967  1.599154  0.417539
   -89.000 -0.006199  1.598682  0.414738
   -88.000 -0.007485  1.597272  0.411584
   -87.000 -0.008851  1.594925  0.408084
   -86.000 -0.010322  1.591644  0.404251
   -85.000 -0.011922  1.587432  0.400094
   -84.000 -0.013674  1.582295  0.395626
   -83.000 -0.015600  1.576238  0.390860
   -82.000 -0.017720  1.569268  0.385810
   -81.000 -0.020052  1.561392  0.380490
   -80.000 -0.022615  1.552620  0.374916
   -79.000 -0.025424  1.542962  0.369104
   -78.000 -0.028493  1.532428  0.363070
   -77.000 -0.031834  1.521029  0.356830
   -76.000 -0.035457  1.508781  0.350403
   -75.000 -0.039370  1.495694  0.343805
   -74.000 -0.043579  1.481786  0.337053
   -73.000 -0.048087  1.467071  0.330166
   -72.000 -0.052898  1.451566  0.323160
   -71.000 -0.058009  1.435288  0.316052
   -70.000 -0.063418  1.418257  0.308861
   -69.000 -0.069121  1.400491  0.301602
   -68.000 -0.075109  1.382010  0.294292
   -67.000 -0.081374  1.362836  0.286948
   -66.000 -0.087904  1.342991  0.279583
   -65.000 -0.094685  1.322496  0.272214
   -64.000 -0.101701  1.301376  0.264855
   -63.000 -0.108934  1.279654  0.257519
   -62.000 -0.116365  1.257356  0.250220
   -61.000 -0.123971  1.234506  0.242969
   -60.000 -0.131729  1.211131  0.235778
   -59.000 -0.139613  1.187258  0.228657
   -58.000 -0.147597  1.162915  0.221617
   -57.000 -0.155652  1.138128  0.214666
   -56.000 -0.163748  1.112927  0.207813
   -55.000 -0.171855  1.087341  0.201064
   -54.000 -0.179940  1.061399  0.194427
   -53.000 -0.187971  1.035131  0.187906
   -52.000 -0.195913  1.008567  0.181507
   -51.000 -0.203732  0.981738  0.175233
   -50.000 -0.211395  0.954674  0.169088
   -49.000 -0.218865  0.927406  0.163073
   -48.000 -0.226110  0.899967  0.157192
   -47.000 -0.233095  0.872386  0.151445
   -46.000 -0.239786  0.844695  0.145833
   -45.000 -0.246153  0.816926  0.140356
   -44.000 -0.252165  0.789109  0.135013
   -43.000 -0.257795  0.761274  0.129804
   -42.000 -0.263018  0.733452  0.124727
   -41.000 -0.267814  0.705671  0.119784
   -40.000 -0.272168  0.677959  0.114971
   -39.000 -0.276073  0.650344  0.110290
   -38.000 -0.279530  0.622848  0.105741
   -37.000 -0.282554  0.595494  0.101325
   -36.000 -0.285179  0.568299  0.097046
   -35.000 -0.287460  0.541275  0.092910
   -34.000 -0.289488  0.514427  0.088928
   -33.000 -0.291404  0.487746  0.085115
   -32.000 -0.293419  0.461211  0.081496
   -31.000 -0.295854  0.434773  0.078110
   -30.000 -0.299191  0.408348  0.075014
   -29.000 -0.304166  0.381797  0.067893
   -28.000 -0.311917  0.354890  0.060773
   -27.000 -0.324219  0.327258  0.053652
   -26.000 -0.343853  0.298318  0.046531
   -25.000 -0.375128  0.267162  0.039410
   -24.000 -0.424353  0.232473  0.032289
   -23.000 -0.499303  0.192685  0.025168
   -22.000 -0.604701  0.147024  0.018047
   -21.000 -0.729522  0.098274  0.010926
   -20.000 -0.834226  0.055313  0.003805
   -19.000 -0.872129  0.028024 -0.003316
   -18.000 -0.837731  0.016916 -0.010437
   -17.000 -0.763700  0.014440 -0.017558
   -16.000 -0.679300  0.014178 -0.024679
   -15.000 -0.227200  0.168960 -0.031800
   -14.500 -0.214400  0.164100 -0.033500
   -13.500 -0.191900  0.153750 -0.036200
   -11.500 -0.048600  0.112720 -0.077300
   -11.000 -0.033400  0.108220 -0.077600
   -10.000 -0.000900  0.099030 -0.079700
    -9.500  0.016200  0.094600 -0.081100
    -9.000  0.032000  0.089830 -0.083000
    -8.500  0.045700  0.084960 -0.084700
    -8.000  0.058200  0.080000 -0.086500
    -7.500  0.071600  0.074930 -0.089300
    -7.000  0.094900  0.072150 -0.092000
    -5.500  0.103700  0.023360 -0.129400
    -5.000  0.151000  0.020240 -0.129100
    -4.500  0.198700  0.017290 -0.128300
    -4.000  0.246700  0.014480 -0.127000
    -3.500  0.296900  0.012790 -0.125500
    -3.000  0.350900  0.011900 -0.124600
    -2.500  0.406400  0.011390 -0.124000
    -2.000  0.460800  0.010750 -0.123500
    -1.500  0.516300  0.010710 -0.123100
    -1.000  0.571500  0.010770 -0.122700
    -0.500  0.625900  0.010870 -0.122100
     0.000  0.680700  0.011150 -0.121700
     0.500  0.735300  0.011360 -0.121300
     1.000  0.790500  0.011360 -0.121000
     1.500  0.845000  0.011260 -0.120500
     2.000  0.899300  0.011260 -0.120100
     2.500  0.952700  0.011240 -0.119600
     3.000  1.025300  0.010390 -0.123300
     3.500  1.077100  0.010650 -0.122400
     4.000  1.128300  0.010960 -0.121500
     4.500  1.178700  0.011340 -0.120500
     5.000  1.229400  0.011930 -0.119700
     5.500  1.280000  0.012680 -0.119000
     6.000  1.330900  0.012890 -0.118200
     6.500  1.381300  0.013120 -0.117300
     7.000  1.430600  0.013330 -0.116300
     7.500  1.479200  0.013510 -0.115100
     8.000  1.526900  0.013790 -0.113900
     8.500  1.572900  0.014080 -0.112400
     9.000  1.615100  0.014540 -0.110400
     9.500  1.658700  0.015550 -0.108900
    10.000  1.700900  0.015800 -0.106900
    10.500  1.737500  0.016030 -0.103900
    11.000  1.773400  0.016420 -0.100900
    11.500  1.807200  0.016940 -0.097900
    12.000  1.829700  0.017850 -0.093400
    12.500  1.853600  0.019070 -0.089500
    13.000  1.882300  0.020070 -0.086700
    13.500  1.899000  0.021790 -0.082900
    14.000  1.893900  0.025220 -0.078100
    14.500  1.906200  0.028050 -0.075600
    15.000  1.873700  0.034990 -0.071800
    15.500  1.860800  0.040890 -0.069800
    16.000  1.814400  0.050550 -0.068000
    16.500  1.787000  0.058970 -0.067400
    17.000  1.743900  0.069870 -0.067700
    17.500  1.706600  0.080390 -0.068500
    18.000  1.693500  0.087940 -0.069500
    18.500  1.642400  0.100990 -0.072000
    19.000  1.645300  0.106790 -0.073400
    19.500  1.637000  0.114070 -0.075200
    20.000  1.602800  0.125590 -0.078900
    21.000  2.465700  0.014859 -0.107725
    22.000  2.550700  0.014995 -0.136549
    23.000  2.635700  0.015131 -0.165374
    24.000  2.720700  0.015267 -0.194198
    25.000  2.805700  0.015403 -0.223023
    26.000  2.890700  0.015539 -0.251847
    27.000  2.975700  0.015675 -0.280672
    28.000  3.060700  0.015812 -0.309496
    29.000  3.145700  0.015948 -0.338321
    30.000  3.230700  0.016084 -0.367145
    31.000  3.315700  0.016220 -0.395970
    32.000  3.400700  0.016356 -0.424794
    33.000  3.485700  0.016492 -0.453619
    34.000  3.570700  0.016628 -0.482443
    35.000  3.655700  0.016764 -0.511268
    36.000  3.740700  0.016901 -0.521739
    37.000  3.825700  0.017037 -0.531853
    38.000  3.910700  0.017173 -0.541588
    39.000  3.995700  0.017309 -0.550923
    40.000  4.080701  0.017445 -0.559835
    41.000  4.165715  0.017581 -0.568304
    42.000  4.250768  0.017716 -0.576310
    43.000  4.335905  0.017849 -0.583837
    44.000  4.421191  0.017977 -0.590871
    45.000  4.506712  0.018094 -0.597399
    46.000  4.592584  0.018192 -0.603411
    47.000  4.678944  0.018261 -0.608901
    48.000  4.765965  0.018286 -0.613863
    49.000  4.853852  0.018248 -0.618296
    50.000  4.942849  0.018124 -0.622198
    51.000  5.033242  0.017887 -0.625573
    52.000  5.125366  0.017504 -0.628425
    53.000  5.219608  0.016937 -0.630761
    54.000  5.316418  0.016144 -0.632590
    55.000  5.416313  0.015075 -0.633925
    56.000  5.519893  0.013681 -0.634779
    57.000  5.627847  0.011904 -0.635171
    58.000  5.740976  0.009686 -0.635120
    59.000  5.860205  0.006970 -0.634650
    60.000  5.986611  0.003698 -0.633791
    61.000  6.121453 -0.000184 -0.632578
    62.000  6.266207 -0.004716 -0.631053
    63.000  6.422616 -0.009924 -0.629268
    64.000  6.592754 -0.015806 -0.627290
    65.000  6.779103 -0.022318 -0.625204
    66.000  6.984663 -0.029352 -0.623121
    67.000  7.213097 -0.036706 -0.621190
    68.000  7.468917 -0.044031 -0.619610
    69.000  7.757761 -0.050760 -0.618658
    70.000  8.086758 -0.055988 -0.618723
    71.000  8.465072 -0.058289 -0.620365
    72.000  8.904678 -0.055402 -0.624404
    73.000  9.421551 -0.043722 -0.632076
    74.000 10.037480 -0.017385 -0.645291
    75.000 10.783010  0.033363 -0.667107
    76.000 11.702331  0.125295 -0.702600
    77.000 12.861888  0.288486 -0.760618
    78.000 14.366432  0.579889 -0.857492
    79.000 16.391315  1.115345 -1.025708
    80.000 19.254080  2.154233 -1.336561
    81.000 23.595339  4.361083 -1.969418
    82.000 30.929941  9.819777 -3.477410
    83.000 45.911022 27.723217 -8.262334
    84.000 93.189690 143.675751 -38.337822
    85.000 -1225.556030 296.103821 -47.574142
    86.000 -77.826797 20.314754 -3.775672
    87.000 -39.444035 11.086845 -2.307141
    88.000 -26.107361  7.876070 -1.794282
    89.000 -19.352566  6.245705 -1.532555
    90.000 -15.284829  5.259877 -1.373354
    91.000 -12.576181  4.599497 -1.266018
    92.000 -10.650011  4.126018 -1.188554
    93.000 -9.215498  3.769569 -1.129874
    94.000 -8.110055  3.491095 -1.083784
    95.000 -7.235650  3.267051 -1.046550
    96.000 -6.529650  3.082404 -1.015790
    97.000 -5.950153  2.927103 -0.989912
    98.000 -5.468060  2.794174 -0.967812
    99.000 -5.062523  2.678629 -0.948700
   100.000 -4.718208  2.576806 -0.931995
   101.000 -4.423580  2.485958 -0.917261
   102.000 -4.169791  2.403985 -0.904164
   103.000 -3.949934  2.329255 -0.892444
   104.000 -3.758538  2.260483 -0.881892
   105.000 -3.591208  2.196644 -0.872342
   106.000 -0.524955  2.136911 -0.632269
   107.000 -0.572420  2.080612 -0.623824
   108.000 -0.619132  2.027196 -0.616407
   109.000 -0.665027  1.976208 -0.609893
   110.000 -0.710042  1.927269 -0.604172
   111.000 -0.754114  1.880064 -0.599152
   112.000 -0.797183  1.834329 -0.594751
   113.000 -0.839187  1.789843 -0.590896
   114.000 -0.880069  1.746419 -0.587525
   115.000 -0.919771  1.703899 -0.584578
   116.000 -0.958238  1.662152 -0.582004
   117.000 -0.995416  1.621066 -0.579754
   118.000 -1.031252  1.580548 -0.577785
   119.000 -1.065698  1.540521 -0.576054
   120.000 -1.098704  1.500921 -0.574524
   121.000 -1.130224  1.461694 -0.573157
   122.000 -1.160216  1.422798 -0.571919
   123.000 -1.188637  1.384199 -0.570777
   124.000 -1.215449  1.345871 -0.569699
   125.000 -1.240615  1.307794 -0.568655
   126.000 -1.264103  1.269956 -0.567616
   127.000 -1.285880  1.232347 -0.566554
   128.000 -1.305920  1.194965 -0.565440
   129.000 -1.324197  1.157809 -0.564250
   130.000 -1.340688  1.120884 -0.562957
   131.000 -1.355377  1.084197 -0.561538
   132.000 -1.368246  1.047758 -0.559968
   133.000 -1.379283  1.011580 -0.558224
   134.000 -1.388480  0.975678 -0.556286
   135.000 -1.395832  0.940069 -0.554131
   136.000 -1.401336  0.904771 -0.551741
   137.000 -1.404994  0.869804 -0.549096
   138.000 -1.406811  0.835190 -0.546180
   139.000 -1.406798  0.800950 -0.542974
   140.000 -1.404967  0.767109 -0.539466
   141.000 -1.401335  0.733689 -0.535640
   142.000 -1.395924  0.700717 -0.531484
   143.000 -1.388759  0.668217 -0.526988
   144.000 -1.379870  0.636215 -0.522143
   145.000 -1.369293  0.604735 -0.516942
   146.000 -1.357067  0.573806 -0.511378
   147.000 -1.343237  0.543451 -0.505450
   148.000 -1.327854  0.513698 -0.499157
   149.000 -1.310975  0.484571 -0.492502
   150.000 -1.292666  0.456098 -0.485488
   151.000 -1.272999  0.428301 -0.478126
   152.000 -1.252058  0.401208 -0.470428
   153.000 -1.229937  0.374841 -0.462413
   154.000 -1.206749  0.349225 -0.454105
   155.000 -1.182620  0.324383 -0.445537
   156.000 -1.157705  0.300337 -0.436750
   157.000 -1.132189  0.277110 -0.427800
   158.000 -1.106297  0.254723 -0.418758
   159.000 -1.080311  0.233196 -0.409719
   160.000 -1.054586  0.212549 -0.400806
   161.000 -1.029572  0.192800 -0.392182
   162.000 -1.005837  0.173968 -0.384057
   163.000 -0.984088  0.156068 -0.376698
   164.000 -0.965154  0.139118 -0.370428
   165.000 -0.949887  0.123131 -0.365586
   166.000 -0.938878  0.108121 -0.362421
   167.000 -0.931835  0.094102 -0.360853
   168.000 -0.926637  0.081084 -0.360097
   169.000 -0.918582  0.069078 -0.358349
   170.000 -0.901167  0.058094 -0.353048
   171.000 -0.869179  0.048140 -0.342068
   172.000 -0.821923  0.039222 -0.325005
   173.000 -0.763153  0.031346 -0.303219
   174.000 -0.698050  0.024518 -0.278682
   175.000 -0.630545  0.018741 -0.252923
   176.000 -0.562563  0.014016 -0.226700
   177.000 -0.494563  0.010345 -0.200199
   178.000 -0.426563  0.007728 -0.173429
   179.000 -0.358563  0.006163 -0.146393
   180.000 -0.290563  0.005648 -0.119093
   180.000 -0.290563  0.006000 -0.119093
